DATE OCC,Crm Cd Desc,AREA NAME,Status Desc,TIME OCC,quater
06/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,630,2020Q2
06/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q2
09/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q3
09/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2140,2020Q3
08/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q3
04/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q2
03/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,30,2020Q1
12/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,700,2020Q4
06/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1,2020Q2
06/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1745,2020Q2
09/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2130,2020Q3
12/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q4
01/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q1
10/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
07/24/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
12/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q4
06/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1100,2020Q2
04/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q2
08/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1730,2020Q3
11/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1030,2020Q4
06/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,1300,2020Q2
05/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q2
04/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q2
08/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
11/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q4
01/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,100,2020Q1
07/02/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2020Q3
04/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q2
12/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q4
10/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q4
09/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1630,2020Q3
06/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q2
04/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q2
07/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q3
11/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q4
06/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q2
04/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1735,2020Q2
02/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,530,2020Q1
12/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q4
09/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q3
11/14/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
07/02/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q3
11/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q4
07/31/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
08/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q3
11/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q4
03/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,900,2020Q1
05/09/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q2
12/09/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q4
05/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,100,2020Q2
07/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1125,2020Q3
04/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,1840,2020Q2
03/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q1
09/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1850,2020Q3
09/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q3
11/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q4
06/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q2
03/09/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q1
12/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,1730,2020Q4
05/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q2
03/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q1
05/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q2
08/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1330,2020Q3
11/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2020Q4
12/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1824,2020Q4
09/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q3
09/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q3
12/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2020Q4
04/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q2
06/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,830,2020Q2
09/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q3
03/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q1
03/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q1
08/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q3
10/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q4
03/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q1
05/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q2
09/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q3
07/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2130,2020Q3
01/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2020Q1
04/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q2
04/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2020Q2
05/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q2
06/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q2
09/11/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q3
04/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1845,2020Q2
09/02/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q3
06/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,400,2020Q2
02/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2020Q1
10/31/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q4
09/02/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q3
02/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q1
01/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2020Q1
10/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q4
04/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q2
10/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
03/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,330,2020Q1
05/09/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q2
10/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q4
08/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q3
12/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q4
11/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2020Q4
01/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2130,2020Q1
08/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2145,2020Q3
11/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,30,2020Q4
09/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q3
02/24/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2020Q1
09/14/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1852,2020Q3
12/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2020Q4
12/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2020Q4
02/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1530,2020Q1
07/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1330,2020Q3
07/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1730,2020Q3
02/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1530,2020Q1
06/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q2
04/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,830,2020Q2
12/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,355,2020Q4
10/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q4
12/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1430,2020Q4
02/11/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2115,2020Q1
05/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q2
11/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q4
06/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,200,2020Q2
08/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,312,2020Q3
12/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,600,2020Q4
08/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2020Q3
01/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,500,2020Q1
10/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1620,2020Q4
12/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q4
10/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q4
09/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1820,2020Q3
03/19/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,200,2020Q1
07/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q3
10/14/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1000,2020Q4
04/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q2
03/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,820,2020Q1
09/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,100,2020Q3
02/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q1
07/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q3
06/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,300,2020Q2
12/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,525,2020Q4
01/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q1
12/24/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2020Q4
03/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q1
10/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1530,2020Q4
12/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,700,2020Q4
12/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q4
08/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q3
07/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,815,2020Q3
09/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1000,2020Q3
08/31/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
11/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1540,2020Q4
06/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,200,2020Q2
07/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,315,2020Q3
06/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1945,2020Q2
09/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q3
12/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,600,2020Q4
05/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,2000,2020Q2
12/17/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q4
11/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q4
08/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2330,2020Q3
05/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,715,2020Q2
04/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1530,2020Q2
07/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q3
05/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q2
06/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,441,2020Q2
11/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q4
06/02/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q2
06/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1630,2020Q2
09/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1630,2020Q3
03/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2020Q1
10/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q4
07/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2240,2020Q3
03/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1730,2020Q1
05/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2020Q2
01/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q1
03/27/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,1900,2020Q1
06/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,350,2020Q2
10/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,218,2020Q4
05/05/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2115,2020Q2
08/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2130,2020Q3
05/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2020Q2
07/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,900,2020Q3
09/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,600,2020Q3
09/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q3
07/03/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q3
08/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q3
01/14/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1800,2020Q1
06/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q2
04/09/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q2
12/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
10/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2130,2020Q4
02/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2020Q1
02/23/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,1700,2020Q1
06/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q2
06/18/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Other,800,2020Q2
05/20/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,725,2020Q2
06/06/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q2
09/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1640,2020Q3
06/25/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q2
08/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2020Q3
08/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2020Q3
03/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q1
06/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,200,2020Q2
10/24/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q4
12/16/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1000,2020Q4
04/30/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2020Q2
10/21/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1920,2020Q4
06/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q2
09/04/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
05/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q2
01/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q1
08/07/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q3
08/28/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2020Q3
11/11/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2020Q4
12/12/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1630,2020Q4
10/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2120,2020Q4
12/31/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2020Q4
11/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
07/15/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2020Q3
01/08/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q1
01/13/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1400,2020Q1
07/31/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1800,2020Q3
12/10/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2020Q4
01/29/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,900,2020Q1
07/01/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2020Q3
12/26/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,600,2020Q4
12/22/2020 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2020Q4
03/18/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2021Q1
11/16/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2021Q4
11/16/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1200,2021Q4
07/22/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2021Q3
07/28/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2230,2021Q3
03/25/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2021Q1
01/13/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2021Q1
10/04/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2021Q4
11/05/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2021Q4
05/31/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2021Q2
02/21/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2021Q1
04/01/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2021Q2
03/04/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1000,2021Q1
10/28/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1300,2021Q4
05/14/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2021Q2
12/23/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2021Q4
05/02/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,600,2021Q2
07/12/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,700,2021Q3
04/29/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1900,2021Q2
10/22/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2021Q4
01/03/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1720,2021Q1
02/19/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2100,2021Q1
03/06/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2021Q1
10/09/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2021Q4
12/12/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,800,2021Q4
04/25/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2021Q2
08/01/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,800,2021Q3
05/05/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2021Q2
01/22/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Adult Arrest,300,2021Q1
04/11/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2235,2021Q2
06/06/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2021Q2
10/10/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2021Q4
09/03/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2021Q3
04/06/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2300,2021Q2
07/20/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1730,2021Q3
07/18/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,5,2021Q3
09/17/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2200,2021Q3
08/28/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1830,2021Q3
04/12/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2000,2021Q2
06/16/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2021Q2
08/08/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,930,2021Q3
06/12/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1600,2021Q2
09/12/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,740,2021Q3
09/13/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2021Q3
03/09/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1700,2021Q1
11/29/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1135,2021Q4
07/15/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1500,2021Q3
01/26/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,100,2021Q1
03/03/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1100,2021Q1
02/08/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,225,2021Q1
07/26/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,2030,2021Q3
11/06/2021 12:00:00 AM,VEHICLE - STOLEN,Rampart,Invest Cont,1,2021Q4
